birth_state,status,injury_start_date,birth_date,search_full_name,injury_notes,team,fantasy_data_id,position,rotoworld_id,stats_id,depth_chart_order,sportradar_id,depth_chart_position,hashtag,first_name,search_last_name,search_rank,search_first_name,birth_city,pandascore_id,fantasy_positions,college,last_name,espn_id,injury_status,metadata,age,yahoo_id,height,number,birth_country,weight,injury_body_part,full_name,high_school,swish_id,gsis_id,player_id,active,news_updated,sport,practice_description,years_exp,rotowire_id,practice_participation
None,Active,None,1993-05-08,larryclark,None,None,19581.0,WR,None,609612.0,None,05564bd8-a387-4f43-b60e-b5805e3e1997,None,#larryclark-NFL-FA-17,Larry,clark,9999999.0,larry,None,None,['WR'],Colorado State-Pueblo,Clark,2581999.0,None,None,28.0,30835.0,75,17.0,None,182,None,Larry Clark,Venice,None,None,4680,True,None,nfl,None,5.0,12253.0,None
None,Active,None,1995-04-04,victorbolden,None,None,19317.0,WR,None,749590.0,None,30641ad1-3511-48a4-a63a-95c88846b705,None,#victorbolden-NFL-FA-84,Victor,bolden,9999999.0,victor,None,None,['WR'],Oregon State,Bolden,3056476.0,None,None,27.0,30550.0,68,84.0,None,178,None,Victor Bolden,Los Osos (CA),749590.0,00-0033306,4453,True,1678830053720.0,nfl,None,6.0,11846.0,None
None,Inactive,None,None,sirgeohoffman,None,None,22378.0,RB,None,None,None,dc9b0bae-a2c2-497a-a55f-01f81e40c8da,None,#sirgeohoffman-NFL-FA-0,Sirgeo,hoffman,9999999.0,sirgeo,None,None,['RB'],Portland State,Hoffman,None,NA,{'override_active': 'false'},None,33079.0,72,0.0,None,215,None,Sirgeo Hoffman,Gresham (OR),None,None,7393,False,None,nfl,None,0.0,None,None
None,Inactive,None,1993-01-29,sethdevalve,None,None,18057.0,TE,None,623676.0,None,a2451bf7-83dd-496c-b527-c14d8d518598,None,#sethdevalve-NFL-FA-86,Seth,devalve,1013.0,seth,None,None,['TE'],Princeton,DeValve,2566659.0,None,None,28.0,29372.0,75,86.0,None,245,None,Seth DeValve,Manchester (CT),None,00-0033080,3296,True,1608938141494.0,nfl,None,6.0,11221.0,None
None,Inactive,None,1980-04-21,tonyromo,None,None,3867.0,QB,2730.0,234210.0,None,c32d8200-2b85-4638-8db3-9a52fb86b207,None,#tonyromo-NFL-FA-9,Tony,romo,9999999.0,tony,None,None,['QB'],Eastern Illinois,Romo,5209.0,None,None,40.0,6624.0,"6'2""",9.0,None,230,None,Tony Romo,Burlington (WI),None,00-0021678,142,False,None,nfl,None,17.0,3153.0,None
None,Active,None,1995-03-25,mikewhite,None,MIA,19972.0,QB,None,741785.0,2.0,f4808328-86e9-459d-a2bc-18e90c7d211e,QB,#mikewhite-NFL-MIA-14,Mike,white,313.0,mike,None,None,['QB'],Western Kentucky,White,3051381.0,None,None,28.0,31141.0,77,14.0,None,218,None,Mike White,NSU University School (FL),741785.0,00-0034401,5089,True,1678731321319.0,nfl,None,5.0,12826.0,None
None,Inactive,None,1988-09-20,cobyfleener,None,None,13997.0,TE,7418.0,399848.0,None,9102665d-a658-4264-81c3-b9810776ddf0,None,#cobyfleener-NFL-FA-82,Coby,fleener,9999999.0,coby,None,None,['TE'],Stanford,Fleener,14900.0,None,None,31.0,25744.0,"6'6""",82.0,None,251,None,Coby Fleener,Joliet Catholic Academy (IL),None,00-0029697,1107,False,1529874901586.0,nfl,None,8.0,8064.0,None
None,Inactive,None,1989-09-22,tandondoss,None,None,12816.0,WR,None,463844.0,None,36e8d27f-0dae-42a9-9d57-f34fbd325a6f,None,#tandondoss-NFL-FA-17,Tandon,doss,9999999.0,tandon,None,None,['WR'],Indiana,Doss,14190.0,None,None,27.0,24910.0,"6'2""",17.0,None,207,None,Tandon Doss,None,None,None,822,False,None,nfl,None,5.0,None,None
None,Active,None,1996-05-16,gardnerminshew,None,IND,20880.0,QB,14235.0,867303.0,1.0,dabb52c0-455b-48fe-996b-abf758120623,QB,#gardnerminshew-NFL-IND-10,Gardner,minshew,251.0,gardner,None,None,['QB'],Washington State,Minshew,4038524.0,None,None,26.0,32010.0,73,10.0,None,225,None,Gardner Minshew,Brandon (MS),867303.0, 00-0035289,6011,True,1682952932774.0,nfl,None,4.0,13741.0,None
None,Inactive,None,1990-10-17,damiancopeland,None,None,16250.0,WR,None,None,None,2e55d5a9-55c5-4156-87b4-6b5eed75215b,None,#damiancopeland-NFL-FA-3,Damian,copeland,9999999.0,damian,None,None,['WR'],Louisville,Copeland,17131.0,None,None,27.0,27871.0,"5'11""",3.0,None,184,None,Damian Copeland,None,None,None,1983,False,None,nfl,None,2.0,None,None
None,Active,None,1998-05-12,tychandler,None,MIN,None,RB,None,None,3.0,a0833a94-60ce-4a3a-a32a-d067fe7b253d,RB,#tychandler-NFL-MIN-32,Ty,chandler,436.0,ty,None,None,['RB'],North Carolina,Chandler,None,None,{'source_id': 'de9b6ec5-8111-4101-b104-c20b0f14b63b'},24.0,None,71,32.0,None,204,None,Ty Chandler,Montgomery Bell Academy (TN),1059576.0,None,8230,True,1673289607369.0,nfl,None,1.0,15979.0,None
None,Inactive,None,1993-01-02,bronsonhill,None,None,17067.0,RB,None,603300.0,None,512e3d02-9d44-4ede-bf6b-660cffbf8a31,None,#bronsonhill-NFL-FA-36,Bronson,hill,9999999.0,bronson,None,None,['RB'],Eastern Michigan,Hill,2574474.0,None,None,29.0,29184.0,70,36.0,None,215,None,Bronson Hill,Catholic Central,None,00-0032298,2599,False,1535831709074.0,nfl,None,7.0,10636.0,None
None,Active,None,1997-10-25,isaiahweston,None,CLE,None,WR,None,None,None,cefa3a60-d307-11ec-8b77-45b1765fd110,None,#isaiahweston-NFL-CLE-81,Isaiah,weston,441.0,isaiah,None,None,['WR'],Northern Iowa,Weston,None,Questionable,{'source_id': '4bff1a26-836a-4771-8b1a-5dbb42d023cd'},25.0,None,76,81.0,None,214,None,Isaiah Weston,St. Michael-Albertville (MN),921093.0,None,8229,True,1659491716974.0,nfl,None,1.0,16028.0,None
None,Active,None,1994-08-06,camserigne,None,None,20519.0,TE,None,740272.0,None,db2b100c-1931-460d-a80a-3d7d3786e80b,None,#camserigne-NFL-FA-86,Cam,serigne,9999999.0,cam,None,None,['TE'],Wake Forest,Serigne,3039793.0,None,None,27.0,31770.0,75,86.0,None,240,None,Cam Serigne,Briar Woods,None,00-0034863,5774,True,None,nfl,None,4.0,12753.0,None
None,Active,None,1993-11-26,jhajuanseales,None,None,19438.0,WR,None,None,None,38561e86-2763-49ee-bd08-b74b0f6b24b3,None,#jhajuanseales-NFL-FA-0,Jhajuan,seales,9999999.0,jhajuan,None,None,['WR'],Oklahoma State,Seales,2977745.0,None,None,28.0,30727.0,72,0.0,None,205,None,Jhajuan Seales,Memorial (TX),None,None,4786,True,1508894461535.0,nfl,None,5.0,12180.0,None
None,Injured Reserve,None,1972-12-28,adamvinatieri,None,None,3258.0,K,1152.0,23849.0,None,9ecf8040-10f9-4a5c-92da-1b4d77bd6760,None,#adamvinatieri-NFL-FA-0,Adam,vinatieri,588.0,adam,None,None,['K'],South Dakota State,Vinatieri,1097.0,None,None,49.0,3727.0,72,0.0,None,212,None,Adam Vinatieri,Central (SD),None,00-0016919,120,True,1622061304799.0,nfl,None,26.0,395.0,None
None,Active,None,1998-11-01,jaylenwarren,None,PIT,None,RB,None,None,2.0,7e397190-ca24-11ec-9f1c-b7114d38a85b,RB,#jaylenwarren-NFL-PIT-30,Jaylen,warren,166.0,jaylen,None,None,['RB'],Oklahoma State,Warren,None,None,{'source_id': '22cdee96-d0da-4b5e-ae3d-6260547d0652'},24.0,None,68,30.0,None,215,None,Jaylen Warren,East (UT),1176443.0,None,8228,True,1673288707203.0,nfl,None,1.0,15984.0,None
None,Active,None,1996-09-23,djchark,None,CAR,19816.0,WR,13096.0,822008.0,1.0,c2a7bd8a-d141-423a-8810-0988a59ff0b4,RWR,#djchark-NFL-CAR-17,DJ,chark,149.0,dj,None,None,['WR'],LSU,Chark,3115394.0,Questionable,None,26.0,31031.0,75,17.0,None,200,None,DJ Chark,Alexandria (LA),822008.0,00-0034777,4951,True,1680059717599.0,nfl,None,5.0,12820.0,None
None,Active,None,1998-07-31,whopphilyor,None,None,None,WR,None,None,None,a9ad5705-6ee6-483c-b1ee-6f257ad94514,None,#whopphilyor-NFL-FA-0,Whop,philyor,9999999.0,whop,None,None,['WR'],Indiana,Philyor,None,None,{'source_id': '7a67e7da-78b6-4865-84ad-51c9bae7c67e'},23.0,None,71,0.0,None,182,None,Whop Philyor,Plant (FL),1065163.0,None,7558,True,1630453253152.0,nfl,None,1.0,15418.0,None
None,Inactive,None,None,playerinvalid,None,None,None,TE,None,None,None,None,None,#playerinvalid-NFL-FA,Player,invalid,None,player,None,None,['TE'],,Invalid,None,None,{'override_active': 'false'},None,None,,None,None,,None,Player Invalid,None,None,None,7557,False,None,nfl,None,0.0,None,None
None,Active,None,1989-12-12,mikeglennon,None,None,15201.0,QB,8374.0,464346.0,None,e1235f1e-26ce-438c-8168-3b1ded4ab893,None,#mikeglennon-NFL-FA-16,Mike,glennon,397.0,mike,None,None,['QB'],North Carolina State,Glennon,15837.0,None,None,33.0,26696.0,78,16.0,None,225,None,Mike Glennon,Westfield (VA),464346.0,00-0030520,1559,True,1673325011837.0,nfl,None,10.0,8745.0,None
None,Active,None,1996-08-06,terryswanson,None,None,20136.0,RB,None,833513.0,None,878d42bc-8f58-41b2-9179-46a0c834e219,None,#terryswanson-NFL-FA-42,Terry,swanson,9999999.0,terry,None,None,['RB'],Toledo,Swanson,3126113.0,None,None,25.0,31590.0,70,42.0,None,205,None,Terry Swanson,Aliquippa,None,00-0034632,5201,True,1535742407291.0,nfl,None,4.0,13021.0,None
None,Active,None,1999-05-25,malikwillis,None,TEN,None,QB,None,None,3.0,55aefcf9-4dfb-4994-883f-4d537a6f1ddb,QB,#malikwillis-NFL-TEN-7,Malik,willis,284.0,malik,None,None,['QB'],Liberty,Willis,None,None,{'source_id': 'a12495ce-d225-4c4a-a110-d216da4c508c'},23.0,None,73,7.0,None,219,None,Malik Willis,Roswell (GA),976323.0,None,8161,True,1682996746212.0,nfl,None,1.0,15872.0,None
None,Inactive,None,1980-05-20,kassimosgood,None,None,11821.0,WR,None,None,None,d00b8cd0-86fb-4d44-9816-7011747ad3fd,None,#kassimosgood-NFL-FA-14,Kassim,osgood,9999999.0,kassim,None,None,['WR'],San Diego State,Osgood,5437.0,None,None,37.0,None,"6'5""",14.0,None,220,None,Kassim Osgood,None,None,None,670,False,None,nfl,None,12.0,None,None
None,Active,None,1998-07-24,parkerwhite,None,GB,None,K,None,None,None,5ccd21e0-91bc-11ed-aadd-77f58bac4374,None,#parkerwhite-NFL-GB-48,Parker,white,9999999.0,parker,None,None,['K'],South Carolina,White,None,None,{'years_exp_shift': '1'},24.0,None,76,48.0,None,207,None,Parker White,Wando (SC),974487.0,None,8937,True,None,nfl,None,1.0,None,None
None,Active,None,1999-09-08,joshwhyle,None,TEN,None,TE,None,None,None,601467c7-b593-472d-a147-b8e7bfdbe990,None,#joshwhyle-NFL-TEN-0,Josh,whyle,9999999.0,josh,None,None,['TE'],Cincinnati,Whyle,None,None,{'source_id': 'cea34242-b887-49f9-ba1f-8c9e1fe019bd'},23.0,None,79,0.0,None,248,None,Josh Whyle,La Salle (OH),1107037.0,None,10212,True,1682792725492.0,nfl,None,0.0,16866.0,None
None,Inactive,None,1992-08-16,bryantmitchell,None,None,20726.0,WR,None,747276.0,None,efc94096-abe3-46eb-803a-ecab1d56e28f,None,#bryantmitchell-NFL-FA-16,Bryant,mitchell,9999999.0,bryant,None,None,['WR'],"Northwestern State, La.",Mitchell,3050661.0,None,None,29.0,31816.0,74,16.0,None,198,None,Bryant Mitchell,Mount Miquel (CA),None, 00-0034901,5831,True,1599275454959.0,nfl,None,3.0,13576.0,None
None,Active,None,None,garrettscantling,None,ATL,18895.0,WR,None,None,None,,None,#garrettscantling-NFL-ATL-89,Garrett,scantling,9999999.0,garrett,None,None,['WR'],Georgia,Scantling,None,None,None,None,30110.0,"6'3""",89.0,None,210,None,Garrett Scantling,None,None,None,4922,True,None,nfl,None,1.0,12193.0,None
None,Inactive,None,1992-09-29,alonzorussell,None,None,18184.0,WR,None,697261.0,None,3de3804d-1b80-4f3d-81f9-bdf6d03561b0,None,#alonzorussell-NFL-FA-0,Alonzo,russell,9999999.0,alonzo,None,None,['WR'],Toledo,Russell,2980238.0,None,None,29.0,29710.0,75,0.0,None,205,None,Alonzo Russell,H.D. Woodson (DC),None,00-0032550,3420,False,1567365636993.0,nfl,None,6.0,11165.0,None
None,Inactive,None,1990-09-12,andredebose,None,None,16980.0,WR,None,508874.0,None,004c3d40-9542-4676-87d6-efbedcc11d7f,None,#andredebose-NFL-FA-9,Andre,debose,9999999.0,andre,None,None,['WR'],Florida,Debose,2447736.0,None,None,28.0,28609.0,"6'0""",9.0,None,190,None,Andre Debose,None,None,None,2520,False,None,nfl,None,2.0,10491.0,None
None,Inactive,None,1988-10-06,andrewquarless,None,None,11400.0,TE,None,337967.0,None,8eafc2b1-3e22-4416-b690-9a1232669f62,None,#andrewquarless-NFL-FA-49,Andrew,quarless,9999999.0,andrew,None,None,['TE'],Penn State,Quarless,13440.0,None,None,31.0,24130.0,"6'4""",49.0,None,252,None,Andrew Quarless,Uniondale (NY),None,None,601,False,None,nfl,None,10.0,6690.0,None
None,Inactive,None,1986-01-15,freddavis,None,None,2640.0,TE,None,245777.0,None,675c0338-159b-403b-8d62-39356e193519,None,#freddavis-NFL-FA-83,Fred,davis,9999999.0,fred,None,None,['TE'],USC,Davis,None,None,None,31.0,None,"6'3""",83.0,None,257,None,Fred Davis,None,None,None,98,False,None,nfl,None,6.0,None,None
None,Inactive,None,1995-01-02,jordanchunn,None,None,20122.0,RB,None,744162.0,None,ddd1fbb3-4db8-4d77-b522-9efd938ec8c5,None,#jordanchunn-NFL-FA-38,Jordan,chunn,1423.0,jordan,None,None,['RB'],Troy,Chunn,3053732.0,None,None,27.0,31280.0,72,38.0,None,230,None,Jordan Chunn,Madison County (AL),None,00-0034551,5168,True,1621176003216.0,nfl,None,4.0,12734.0,None
None,Inactive,None,1998-03-21,tamorrionterry,None,None,None,WR,None,None,None,c07ed6d0-af1a-45d6-b4af-ef2dc6f93af6,None,#tamorrionterry-NFL-FA-83,Tamorrion,terry,None,tamorrion,None,None,['WR'],Florida State,Terry,None,None,"{'source_id': 'a24cf311-bc27-468c-9025-4d4ff6faa148', 'override_active': 'false'}",23.0,None,75,83.0,None,207,None,Tamorrion Terry,Turner County (GA),None,None,7604,False,1625153161182.0,nfl,None,0.0,15217.0,None
None,Active,None,1999-10-01,sarodorickthompson,None,NO,None,RB,None,None,None,bb6fb930-e773-11ed-b584-ffd9bed092a6,None,#sarodorickthompson-NFL-NO-0,SaRodorick,thompson,9999999.0,sarodorick,None,None,['RB'],Texas Tech,Thompson,None,None,None,23.0,None,72,0.0,None,220,None,SaRodorick Thompson,Ranchview (TX),1120925.0,None,11104,True,1682887538668.0,nfl,None,0.0,17052.0,None
None,Injured Reserve,None,1981-12-08,philiprivers,None,None,8244.0,QB,1813.0,246054.0,None,e47706c7-e14d-41fb-b13b-83a835a1f3bc,None,#philiprivers-NFL-FA-17,Philip,rivers,150.0,philip,None,None,['QB'],North Carolina State,Rivers,5529.0,None,None,40.0,6763.0,77,17.0,None,228,None,Philip Rivers,Athens (AL),None,00-0022942,331,True,1635878439180.0,nfl,None,18.0,3766.0,None
None,Inactive,None,1983-08-31,larryfitzgerald,None,None,5571.0,WR,1661.0,246053.0,None,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,None,#larryfitzgerald-NFL-FA-11,Larry,fitzgerald,165.0,larry,None,None,['WR'],Pittsburgh,Fitzgerald,5528.0,None,None,38.0,6762.0,75,11.0,None,218,None,Larry Fitzgerald,Holy Angels (MN),None,00-0022921,223,True,1649276454719.0,nfl,None,18.0,3730.0,None
None,Inactive,None,1992-01-13,damarraultman,None,None,17140.0,WR,None,551666.0,None,8a691f55-8a42-4403-829f-350341ddd3e5,None,#damarraultman-NFL-FA-37,Damarr,aultman,9999999.0,damarr,None,None,['WR'],Maine,Aultman,2507242.0,None,None,25.0,29010.0,"5'10""",37.0,None,203,None,Damarr Aultman,None,None,None,2672,False,None,nfl,None,0.0,10800.0,None
None,Inactive,None,1982-11-09,owendaniels,None,None,1810.0,TE,None,156817.0,None,7e5ce2d0-6487-4a9f-83b6-634886ee78f3,None,#owendaniels-NFL-FA-81,Owen,daniels,9999999.0,owen,None,None,['TE'],Wisconsin,Daniels,9684.0,None,None,37.0,7847.0,"6'3""",81.0,None,245,None,Owen Daniels,Naperille Central (IL),None,None,64,False,None,nfl,None,14.0,4898.0,None
None,Active,None,1998-01-20,dannydavis,None,None,None,WR,None,None,None,119b2190-ca70-11ec-a83a-8732d3d5a7e3,None,#dannydavis-NFL-FA-0,Danny,davis,9999999.0,danny,None,None,['WR'],Wisconsin,Davis,None,None,{'years_exp_shift': '1'},24.0,None,73,0.0,None,188,None,Danny Davis,Springfield (OH),1065348.0,None,8602,True,1669163156107.0,nfl,None,1.0,16354.0,None
None,Active,None,1996-09-08,qadreeollison,None,JAX,20900.0,RB,14251.0,832473.0,None,c44534f8-a567-40e7-b51e-1a72c49cb24e,None,#qadreeollison-NFL-JAX-38,Qadree,ollison,9999999.0,qadree,None,None,['RB'],Pittsburgh,Ollison,3123944.0,None,None,26.0,31984.0,73,38.0,None,232,None,Qadree Ollison,Canisius (NY),832473.0, 00-0035273,6002,True,1676490652328.0,nfl,None,4.0,13494.0,None
None,Active,None,1999-01-20,emaridemercado,None,ARI,None,RB,None,None,None,44b4cbf0-e8fe-11ed-bc6e-a5c4d3ccbdd1,None,#emaridemercado-NFL-ARI-0,Emari,demercado,9999999.0,emari,None,None,['RB'],TCU,Demercado,None,None,None,24.0,None,69,0.0,None,215,None,Emari Demercado,Downey (CA),1116817.0,None,11199,True,None,nfl,None,0.0,None,None
None,Inactive,None,1988-03-22,chrisivory,None,None,12239.0,RB,6168.0,335112.0,None,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,None,#chrisivory-NFL-FA-33,Chris,ivory,9999999.0,chris,None,None,['RB'],Tiffin,Ivory,13587.0,None,None,33.0,24400.0,72,33.0,None,223,None,Chris Ivory,Longview (TX),None,00-0027531,717,False,1553627142203.0,nfl,None,12.0,6833.0,None
None,Active,None,1999-06-04,darekeyoung,None,SEA,None,WR,None,None,2.0,2da144c9-7845-4199-bcc1-48405c14d436,LWR,#darekeyoung-NFL-SEA-83,Dareke,young,396.0,dareke,None,None,['WR'],Lenoir-Rhyne,Young,None,None,None,23.0,None,74,83.0,None,224,None,Dareke Young,Middle Creek (NC),1384869.0,None,8527,True,1673916315974.0,nfl,None,1.0,15922.0,None
None,Active,None,1998-10-25,patfreiermuth,None,PIT,None,TE,None,None,1.0,04f0fefe-9d9d-44f5-94ea-6df2a42df3c6,TE,#patfreiermuth-NFL-PIT-88,Pat,freiermuth,83.0,pat,None,None,['TE'],Penn State,Freiermuth,None,Questionable,{'source_id': 'f0075c8b-77bb-4203-b59e-266a59f924e9'},24.0,None,77,88.0,None,258,None,Pat Freiermuth,Brooks School (MA),1116662.0,None,7600,True,1673283306888.0,nfl,None,2.0,15267.0,None
None,Active,None,1994-11-15,geraldholmes,None,None,20690.0,RB,None,748700.0,None,8b08fa71-adf7-400c-84d7-f247e57ea93f,None,#geraldholmes-NFL-FA-34,Gerald,holmes,9999999.0,gerald,None,None,['RB'],Michigan State,Holmes,3052624.0,None,None,27.0,31787.0,73,34.0,None,231,None,Gerald Holmes,Carman-Ainsworth,None,00-0034883,5791,True,1534541731493.0,nfl,None,4.0,13385.0,None
None,Active,None,1994-09-11,javonwims,None,ARI,20011.0,WR,None,922039.0,3.0,8f249da2-2528-4f68-8587-4400c924aba4,RWR,#javonwims-NFL-ARI-84,Javon,wims,9999999.0,javon,None,None,['WR'],Georgia,Wims,4035019.0,None,None,28.0,31194.0,76,84.0,None,215,None,Javon Wims,Ed White (FL),922039.0,00-0034426,5111,True,1673329212196.0,nfl,None,5.0,12627.0,None
None,Active,None,1981-01-03,elimanning,None,None,4932.0,QB,1657.0,246051.0,None,6cb6226e-f08c-4192-95f1-69709ed686c6,None,#elimanning-NFL-FA-10,Eli,manning,9999999.0,eli,None,None,['QB'],Mississippi,Manning,5526.0,None,None,39.0,6760.0,"6'5""",10.0,None,218,None,Eli Manning,Isidore Newman (LA),None,00-0022803,188,False,1579739719326.0,nfl,None,16.0,3763.0,None
None,Active,None,1992-12-30,carsonwentz,None,None,17920.0,QB,11257.0,613866.0,None,e9a5c16b-4472-4be9-8030-3f77be7890cb,None,#carsonwentz-NFL-FA-11,Carson,wentz,310.0,carson,None,None,['QB'],North Dakota State,Wentz,2573079.0,None,None,30.0,29236.0,77,11.0,None,237,None,Carson Wentz,Century (ND),613866.0,00-0032950,3161,True,1677988550796.0,nfl,None,7.0,10856.0,None
None,Active,None,1997-12-15,joseborregales,None,None,None,K,None,None,None,42a287f6-9a56-4699-8c63-bc54625ff6eb,None,#joseborregales-NFL-FA-19,Jose,borregales,473.0,jose,None,None,['K'],Miami (FL),Borregales,None,None,None,24.0,None,70,19.0,None,206,None,Jose Borregales,Booker T. Washington (FL),948876.0,None,7961,True,1661878524044.0,nfl,None,1.0,15617.0,None
None,Active,None,1997-07-24,bernhardseikovits,None,ARI,None,TE,None,None,3.0,0a084635-4e5b-42ed-a85c-7d0ea1ed76f0,LTE,#bernhardseikovits-NFL-ARI-80,Bernhard,seikovits,9999999.0,bernhard,None,None,['TE'],None,Seikovits,None,None,None,25.0,None,77,80.0,None,262,None,Bernhard Seikovits,None,1284057.0,None,8033,True,1673328312259.0,nfl,None,2.0,15684.0,None
None,Inactive,None,1994-07-15,timwhite,None,None,19212.0,WR,None,882360.0,None,4592fc87-9864-452d-8a19-5d4df714658f,None,#timwhite-NFL-FA-6,Tim,white,1236.0,tim,None,None,['WR'],Arizona State,White,3915403.0,None,None,27.0,30510.0,71,6.0,None,185,None,Tim White,Hart (CA),None,00-0033379,4355,False,1590701163594.0,nfl,None,5.0,12330.0,None
None,Active,None,1999-11-26,hassanhaskins,None,TEN,None,RB,None,None,3.0,f3a50b5d-0197-4ae8-b5a5-bb54484b8941,RB,#hassanhaskins-NFL-TEN-25,Hassan,haskins,184.0,hassan,None,None,['RB'],Michigan,Haskins,None,None,{'source_id': '9f1a03b6-29ad-4357-bd58-fb84730e8e17'},23.0,None,74,25.0,None,228,None,Hassan Haskins,Eureka (MO),1130230.0,None,8123,True,1682997343917.0,nfl,None,1.0,15992.0,None
None,Active,None,2000-04-13,romeodoubs,None,GB,None,WR,None,None,1.0,5f559fde-3a5f-4df6-99a2-cd1a4b103c68,RWR,#romeodoubs-NFL-GB-87,Romeo,doubs,178.0,romeo,None,None,['WR'],Nevada,Doubs,None,None,{'source_id': '87561481-facb-4d96-a157-f5c342cb286b'},23.0,None,74,87.0,None,204,None,Romeo Doubs,Jefferson (CA),1122653.0,None,8121,True,1676915449895.0,nfl,None,1.0,16027.0,None
None,Active,None,2000-08-26,kyrenwilliams,None,LAR,None,RB,None,None,2.0,19d44771-8f1d-4127-9b7d-230da137f15d,RB,#kyrenwilliams-NFL-LAR-23,Kyren,williams,237.0,kyren,None,None,['RB'],Notre Dame,Williams,None,None,{'source_id': 'daef5e8e-cc20-410f-ba89-be23d07f1e5a'},22.0,None,69,23.0,None,194,None,Kyren Williams,St. John Vianney (MO),1167361.0,None,8150,True,1673647543759.0,nfl,None,1.0,15807.0,None
None,Inactive,None,1988-12-07,royhelu,None,None,13163.0,RB,6593.0,406177.0,None,455347a8-81f8-477b-908d-4e22a71723ae,None,#royhelu-NFL-FA-26,Roy,helu,9999999.0,roy,None,None,['RB'],Nebraska,Helu,14192.0,None,None,31.0,24892.0,"5'11""",26.0,None,215,None,Roy Helu,San Ramon Valley (CA),None,None,915,False,None,nfl,None,9.0,7366.0,None
None,Active,None,1998-02-10,tarikblack,None,BAL,None,WR,None,None,None,89de9ce0-3b8e-424a-b9b5-d747692ea5f7,None,#tarikblack-NFL-BAL-0,Tarik,black,9999999.0,tarik,None,None,['WR'],Texas,Black,None,None,None,25.0,None,75,0.0,None,213,None,Tarik Black,Cheshire Academy (CT),1050230.0,None,8005,True,1681936223822.0,nfl,None,2.0,15519.0,None
None,Active,None,None,tavionthomas,None,None,None,RB,None,None,None,None,None,#tavionthomas-NFL-FA,Tavion,thomas,None,tavion,None,None,['RB'],Utah,Thomas,None,None,{'source_id': '3d44cadd-7d76-4ff8-a0aa-a5808df9c769'},None,None,74,None,None,238,None,Tavion Thomas,None,None,None,9755,True,1681246831189.0,nfl,None,0.0,16650.0,None
None,Inactive,None,1990-10-17,solomonpatton,None,None,16606.0,WR,None,542803.0,None,07061479-01d8-408e-9bb0-3ddcb07a0a1a,None,#solomonpatton-NFL-FA-86,Solomon,patton,9999999.0,solomon,None,None,['WR'],Florida,Patton,17228.0,None,None,27.0,28043.0,"5'9""",86.0,None,171,None,Solomon Patton,None,None,None,2221,False,None,nfl,None,2.0,None,None
None,Active,None,1997-02-11,damienharris,None,BUF,20790.0,RB,14038.0,884014.0,2.0,59482736-ce42-4058-b68e-0f9f66eac2d9,RB,#damienharris-NFL-BUF-22,Damien,harris,86.0,damien,None,None,['RB'],Alabama,Harris,3925347.0,None,{'injury_override_regular_2020_5': 'COV'},26.0,31919.0,71,22.0,None,213,None,Damien Harris,Madison Southern (KY),884014.0, 00-0035657,5890,True,1682960135746.0,nfl,None,4.0,13636.0,None
None,Active,None,1995-04-09,isaiahmckenzie,None,IND,19043.0,WR,12380.0,823040.0,1.0,6130be96-edf3-4361-b666-860c4ec46e7d,SWR,#isaiahmckenzie-NFL-IND-6,Isaiah,mckenzie,163.0,isaiah,None,None,['WR'],Georgia,McKenzie,3128724.0,None,None,28.0,30285.0,68,6.0,None,173,None,Isaiah McKenzie,American Heritage (FL),823040.0,00-0033466,4197,True,1683050139976.0,nfl,None,6.0,11866.0,None
None,Active,None,1987-03-17,emmanuelsanders,None,None,11063.0,WR,5885.0,324216.0,None,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,None,#emmanuelsanders-NFL-FA-1,Emmanuel,sanders,394.0,emmanuel,None,None,['WR'],SMU,Sanders,13295.0,None,None,35.0,24057.0,71,1.0,None,180,None,Emmanuel Sanders,Bellville (TX),324216.0,00-0027685,538,True,1662576910501.0,nfl,None,12.0,6523.0,None
None,Inactive,None,1992-11-24,deangelohenderson,None,None,19085.0,RB,None,602310.0,None,294b247f-c8b9-4fe7-9fce-bb4011fff02f,None,#deangelohenderson-NFL-FA-32,De'Angelo,henderson,9999999.0,deangelo,None,None,['RB'],Coastal Carolina,Henderson,2968226.0,None,None,29.0,30319.0,67,32.0,None,208,None,De'Angelo Henderson,Summerville (SC),None,00-0033581,4239,False,1578978327169.0,nfl,None,5.0,11762.0,None
None,Active,None,1995-05-08,tylerhoppes,None,None,20329.0,TE,None,836821.0,None,7ca9797c-592e-4d07-9932-d0562434dc22,None,#tylerhoppes-NFL-FA-86,Tyler,hoppes,9999999.0,tyler,None,None,['TE'],Nebraska,Hoppes,3121396.0,None,None,26.0,31234.0,76,86.0,None,245,None,Tyler Hoppes,Southwest,None,00-0034214,5276,True,None,nfl,None,4.0,13149.0,None
None,Inactive,None,1988-02-09,rodstreater,None,None,14111.0,WR,8148.0,546942.0,None,d2cad5f8-b35f-4cf4-9567-57c387ba6225,None,#rodstreater-NFL-FA-13,Rod,streater,9999999.0,rod,None,None,['WR'],Temple,Streater,15391.0,None,None,33.0,26428.0,75,13.0,None,200,None,Rod Streater,Burlington Township (NJ),None,00-0029129,1138,False,1539882652641.0,nfl,None,10.0,8406.0,None
